GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0009521	C	photosystem	13	982	63	15420	0.00053	0.019	// Sobic.002G414400 // Sobic.006G151100 // Sobic.001G070500 // Sobic.002G329600 // Sobic.009G229700 // Sobic.002G033900 // Sobic.007G212400 // Sobic.006G151001 // Sobic.003G052500 // Sobic.002G119500 // Sobic.002G242000 // Sobic.003G313000 // Sobic.008G063500 
GO:0042651	C	thylakoid membrane	5	982	25	15420	0.031	0.81	// Sobic.007G212400 // Sobic.006G151001 // Sobic.006G151100 // Sobic.002G329600 // Sobic.008G063500 
GO:0009523	C	photosystem II	6	982	44	15420	0.077	1	// Sobic.002G414400 // Sobic.006G151100 // Sobic.002G329600 // Sobic.007G212400 // Sobic.006G151001 // Sobic.003G313000 
GO:0044428	C	nuclear part	5	982	149	15420	0.96	1	// Sobic.006G126900 // Sobic.001G078300 // Sobic.009G245400 // Sobic.007G121300 // Sobic.001G125100 
GO:0044424	C	intracellular part	89	982	1815	15420	1	1	// Sobic.003G237201 // Sobic.003G393500 // Sobic.002G033900 // Sobic.001G054800 // Sobic.010G275200 // Sobic.005G049000 // Sobic.002G242000 // Sobic.007G212400 // Sobic.006G107600 // Sobic.004G336500 // Sobic.004G338500 // Sobic.002G119500 // Sobic.004G164800 // Sobic.009G241900 // Sobic.002G329600 // Sobic.003G279500 // Sobic.001G078000 // Sobic.002G427800 // Sobic.002G315900 // Sobic.009G171000 // Sobic.006G151001 // Sobic.006G165501 // Sobic.010G142900 // Sobic.006G149600 // Sobic.003G305400 // Sobic.009G191700 // Sobic.010G044700 // Sobic.001G147200 // Sobic.002G394400 // Sobic.004G190900 // Sobic.001G069800 // Sobic.009G065000 // Sobic.007G209300 // Sobic.003G023400 // Sobic.001G384100 // Sobic.007G121300 // Sobic.003G052500 // Sobic.005G209600 // Sobic.001G383000 // Sobic.003G336000 // Sobic.002G225300 // Sobic.001G034900 // Sobic.001G429200 // Sobic.005G032800 // Sobic.004G101400 // Sobic.007G207000 // Sobic.004G152000 // Sobic.002G034600 // Sobic.009G229700 // Sobic.001G125100 // Sobic.008G175800 // Sobic.004G037800 // Sobic.007G180300 // Sobic.002G349000 // Sobic.002G373300 // Sobic.002G379000 // Sobic.009G209200 // Sobic.009G028300 // Sobic.003G286700 // Sobic.006G186700 // Sobic.009G245400 // Sobic.005G079800 // Sobic.001G417600 // Sobic.008G063500 // Sobic.003G194400 // Sobic.002G414400 // Sobic.006G151100 // Sobic.009G208000 // Sobic.010G167900 // Sobic.003G295900 // Sobic.007G121400 // Sobic.010G021300 // Sobic.006G126900 // Sobic.004G247200 // Sobic.009G015700 // Sobic.001G544400 // Sobic.009G026500 // Sobic.004G293700 // Sobic.003G395400 // Sobic.001G078300 // Sobic.003G313000 // Sobic.004G166400 // Sobic.001G070500 // Sobic.001G090600 // Sobic.003G298600 // Sobic.009G057400 // Sobic.001G439700 // Sobic.001G101500 // Sobic.002G354600 
GO:0044425	C	membrane part	49	982	1028	15420	0.99	1	// Sobic.002G414400 // Sobic.005G024700 // Sobic.009G000200 // Sobic.002G207500 // Sobic.001G477100 // Sobic.008G188400 // Sobic.009G027200 // Sobic.002G033900 // Sobic.001G234800 // Sobic.006G151100 // Sobic.009G057400 // Sobic.002G338500 // Sobic.009G036100 // Sobic.002G242000 // Sobic.003G267700 // Sobic.009G257800 // Sobic.010G142900 // Sobic.010G210300 // Sobic.003G270800 // Sobic.001G449000 // Sobic.009G229700 // Sobic.004G108100 // Sobic.001G070500 // Sobic.007G212400 // Sobic.002G207300 // Sobic.008G191100 // Sobic.002G119500 // Sobic.004G247200 // Sobic.002G349000 // Sobic.010G031300 // Sobic.009G006700 // Sobic.008G063500 // Sobic.001G544400 // Sobic.002G329600 // Sobic.001G409400 // Sobic.002G292100 // Sobic.003G086300 // Sobic.003G052500 // Sobic.003G106600 // Sobic.002G245300 // Sobic.006G151001 // Sobic.003G313000 // Sobic.009G046200 // Sobic.003G308900 // Sobic.002G169300 // Sobic.002G354000 // Sobic.009G241900 // Sobic.009G157800 // Sobic.010G169000 
GO:0044427	C	chromosomal part	5	982	81	15420	0.59	1	// Sobic.006G165501 // Sobic.007G209300 // Sobic.006G186700 // Sobic.010G021300 // Sobic.001G054800 
GO:0044422	C	organelle part	15	982	515	15420	1	1	// Sobic.006G165501 // Sobic.001G069800 // Sobic.006G186700 // Sobic.006G126900 // Sobic.009G245400 // Sobic.001G125100 // Sobic.009G057400 // Sobic.001G054800 // Sobic.001G090600 // Sobic.007G121300 // Sobic.002G349000 // Sobic.005G209600 // Sobic.007G209300 // Sobic.001G078300 // Sobic.010G021300 
GO:0031224	C	intrinsic component of membrane	34	982	829	15420	1	1	// Sobic.005G024700 // Sobic.009G000200 // Sobic.002G207500 // Sobic.001G477100 // Sobic.008G188400 // Sobic.009G027200 // Sobic.001G234800 // Sobic.002G338500 // Sobic.009G036100 // Sobic.003G267700 // Sobic.009G257800 // Sobic.010G142900 // Sobic.010G210300 // Sobic.003G270800 // Sobic.004G108100 // Sobic.001G449000 // Sobic.002G207300 // Sobic.008G191100 // Sobic.004G247200 // Sobic.002G349000 // Sobic.010G031300 // Sobic.001G544400 // Sobic.001G409400 // Sobic.002G292100 // Sobic.003G086300 // Sobic.003G106600 // Sobic.002G245300 // Sobic.009G046200 // Sobic.003G308900 // Sobic.002G169300 // Sobic.002G354000 // Sobic.009G241900 // Sobic.009G157800 // Sobic.010G169000 
GO:0044464	C	cell part	95	982	1999	15420	1	1	// Sobic.003G237201 // Sobic.003G393500 // Sobic.002G033900 // Sobic.001G054800 // Sobic.003G321200 // Sobic.010G275200 // Sobic.005G049000 // Sobic.002G242000 // Sobic.007G212400 // Sobic.006G107600 // Sobic.004G336500 // Sobic.004G338500 // Sobic.002G119500 // Sobic.004G164800 // Sobic.009G241900 // Sobic.002G329600 // Sobic.003G279500 // Sobic.001G078000 // Sobic.002G427800 // Sobic.002G315900 // Sobic.009G171000 // Sobic.006G151001 // Sobic.006G165501 // Sobic.010G142900 // Sobic.006G149600 // Sobic.003G305400 // Sobic.009G191700 // Sobic.010G044700 // Sobic.001G147200 // Sobic.002G394400 // Sobic.004G190900 // Sobic.001G069800 // Sobic.009G065000 // Sobic.007G209300 // Sobic.002G251600 // Sobic.003G023400 // Sobic.001G384100 // Sobic.007G121300 // Sobic.003G052500 // Sobic.005G209600 // Sobic.001G383000 // Sobic.003G336000 // Sobic.002G225300 // Sobic.009G172400 // Sobic.001G034900 // Sobic.001G429200 // Sobic.005G032800 // Sobic.004G101400 // Sobic.010G246600 // Sobic.007G207000 // Sobic.004G152000 // Sobic.002G034600 // Sobic.009G229700 // Sobic.001G125100 // Sobic.008G175800 // Sobic.004G037800 // Sobic.007G180300 // Sobic.002G349000 // Sobic.008G063500 // Sobic.002G379000 // Sobic.009G209200 // Sobic.009G028300 // Sobic.003G286700 // Sobic.006G186700 // Sobic.009G245400 // Sobic.005G079800 // Sobic.001G417600 // Sobic.002G373300 // Sobic.003G194400 // Sobic.002G414400 // Sobic.006G151100 // Sobic.009G208000 // Sobic.010G167900 // Sobic.003G295900 // Sobic.007G121400 // Sobic.010G021300 // Sobic.006G126900 // Sobic.004G247200 // Sobic.009G015700 // Sobic.003G148300 // Sobic.001G544400 // Sobic.004G256200 // Sobic.009G026500 // Sobic.004G293700 // Sobic.003G395400 // Sobic.001G078300 // Sobic.003G313000 // Sobic.004G166400 // Sobic.001G070500 // Sobic.001G090600 // Sobic.003G298600 // Sobic.009G057400 // Sobic.001G439700 // Sobic.001G101500 // Sobic.002G354600 
GO:0071944	C	cell periphery	8	982	154	15420	0.76	1	// Sobic.003G148300 // Sobic.003G393500 // Sobic.002G251600 // Sobic.003G305400 // Sobic.003G321200 // Sobic.009G171000 // Sobic.010G246600 // Sobic.010G044700 
GO:0005737	C	cytoplasm	23	982	795	15420	1	1	// Sobic.003G393500 // Sobic.004G190900 // Sobic.006G107600 // Sobic.004G247200 // Sobic.002G349000 // Sobic.010G044700 // Sobic.001G384100 // Sobic.003G279500 // Sobic.004G293700 // Sobic.004G166400 // Sobic.009G209200 // Sobic.002G427800 // Sobic.002G315900 // Sobic.009G171000 // Sobic.003G313000 // Sobic.001G383000 // Sobic.002G379000 // Sobic.003G336000 // Sobic.009G057400 // Sobic.003G305400 // Sobic.009G191700 // Sobic.001G101500 // Sobic.002G354600 
GO:0016021	C	integral component of membrane	34	982	817	15420	1	1	// Sobic.005G024700 // Sobic.009G000200 // Sobic.002G207500 // Sobic.001G477100 // Sobic.008G188400 // Sobic.009G027200 // Sobic.001G234800 // Sobic.002G338500 // Sobic.009G036100 // Sobic.003G267700 // Sobic.009G257800 // Sobic.010G142900 // Sobic.010G210300 // Sobic.003G270800 // Sobic.004G108100 // Sobic.001G449000 // Sobic.002G207300 // Sobic.008G191100 // Sobic.004G247200 // Sobic.002G349000 // Sobic.010G031300 // Sobic.001G544400 // Sobic.001G409400 // Sobic.002G292100 // Sobic.003G086300 // Sobic.003G106600 // Sobic.002G245300 // Sobic.009G046200 // Sobic.003G308900 // Sobic.002G169300 // Sobic.002G354000 // Sobic.009G241900 // Sobic.009G157800 // Sobic.010G169000 
GO:0016020	C	membrane	104	982	1847	15420	0.91	1	// Sobic.010G146100 // Sobic.002G338500 // Sobic.002G207500 // Sobic.008G188100 // Sobic.002G033900 // Sobic.006G213500 // Sobic.002G174000 // Sobic.003G215800 // Sobic.002G242000 // Sobic.009G257800 // Sobic.010G210300 // Sobic.003G270800 // Sobic.001G282000 // Sobic.002G119500 // Sobic.002G288300 // Sobic.002G329600 // Sobic.001G208500 // Sobic.004G075800 // Sobic.008G058700 // Sobic.010G197500 // Sobic.003G413700 // Sobic.001G438100 // Sobic.006G151001 // Sobic.009G236100 // Sobic.009G046200 // Sobic.010G142900 // Sobic.009G255100 // Sobic.007G038500 // Sobic.006G114100 // Sobic.001G177000 // Sobic.009G157800 // Sobic.004G192800 // Sobic.008G188400 // Sobic.003G267700 // Sobic.004G190800 // Sobic.001G418800 // Sobic.002G215000 // Sobic.004G125100 // Sobic.006G264201 // Sobic.002G352100 // Sobic.003G209800 // Sobic.003G052500 // Sobic.001G185500 // Sobic.003G308900 // Sobic.002G354000 // Sobic.008G115500 // Sobic.004G087800 // Sobic.005G024700 // Sobic.002G064800 // Sobic.009G006700 // Sobic.009G036100 // Sobic.009G136900 // Sobic.009G229700 // Sobic.001G449000 // Sobic.002G207300 // Sobic.008G191100 // Sobic.003G307600 // Sobic.002G349000 // Sobic.005G225800 // Sobic.008G063500 // Sobic.002G411500 // Sobic.009G146000 // Sobic.001G409400 // Sobic.002G292100 // Sobic.003G209900 // Sobic.003G086300 // Sobic.009G224800 // Sobic.003G106600 // Sobic.002G245300 // Sobic.002G289100 // Sobic.003G427000 // Sobic.010G169000 // Sobic.002G414400 // Sobic.006G151100 // Sobic.009G000200 // Sobic.001G477100 // Sobic.009G027200 // Sobic.007G136900 // Sobic.001G234800 // Sobic.009G057400 // Sobic.001G125300 // Sobic.001G207600 // Sobic.004G108100 // Sobic.004G250700 // Sobic.007G212400 // Sobic.006G147300 // Sobic.004G283500 // Sobic.004G247200 // Sobic.010G031300 // Sobic.001G544400 // Sobic.002G038600 // Sobic.009G258100 // Sobic.009G149000 // Sobic.004G107500 // Sobic.003G181600 // Sobic.010G153700 // Sobic.003G313000 // Sobic.001G070500 // Sobic.002G169300 // Sobic.009G241900 // Sobic.004G333900 // Sobic.003G210000 // Sobic.002G339200 // Sobic.001G106800 
GO:0043234	C	protein complex	31	982	644	15420	0.95	1	// Sobic.002G414400 // Sobic.006G151100 // Sobic.003G393500 // Sobic.002G033900 // Sobic.001G054800 // Sobic.002G373300 // Sobic.009G006700 // Sobic.009G171000 // Sobic.007G209300 // Sobic.002G242000 // Sobic.007G212400 // Sobic.009G229700 // Sobic.010G021300 // Sobic.006G126900 // Sobic.002G119500 // Sobic.010G044700 // Sobic.002G329600 // Sobic.001G078000 // Sobic.007G121300 // Sobic.003G052500 // Sobic.005G209600 // Sobic.001G078300 // Sobic.006G151001 // Sobic.003G313000 // Sobic.006G165501 // Sobic.001G070500 // Sobic.006G186700 // Sobic.001G090600 // Sobic.009G057400 // Sobic.003G305400 // Sobic.008G063500 
GO:0043232	C	intracellular non-membrane-bounded organelle	19	982	538	15420	1	1	// Sobic.006G165501 // Sobic.001G544400 // Sobic.001G069800 // Sobic.010G142900 // Sobic.006G186700 // Sobic.009G245400 // Sobic.006G107600 // Sobic.009G241900 // Sobic.003G023400 // Sobic.001G034900 // Sobic.001G090600 // Sobic.001G417600 // Sobic.010G021300 // Sobic.001G439700 // Sobic.005G209600 // Sobic.007G209300 // Sobic.001G054800 // Sobic.001G383000 // Sobic.009G015700 
GO:0043229	C	intracellular organelle	64	982	1421	15420	1	1	// Sobic.002G379000 // Sobic.002G394400 // Sobic.003G237201 // Sobic.009G208000 // Sobic.003G395400 // Sobic.001G054800 // Sobic.010G167900 // Sobic.004G190900 // Sobic.009G026500 // Sobic.003G295900 // Sobic.009G065000 // Sobic.010G275200 // Sobic.005G049000 // Sobic.007G209300 // Sobic.007G121400 // Sobic.007G207000 // Sobic.005G079800 // Sobic.004G152000 // Sobic.002G034600 // Sobic.005G032800 // Sobic.009G028300 // Sobic.006G107600 // Sobic.004G336500 // Sobic.001G125100 // Sobic.010G021300 // Sobic.003G023400 // Sobic.006G126900 // Sobic.004G338500 // Sobic.004G037800 // Sobic.004G247200 // Sobic.002G349000 // Sobic.009G015700 // Sobic.001G544400 // Sobic.001G069800 // Sobic.004G293700 // Sobic.009G057400 // Sobic.007G180300 // Sobic.004G164800 // Sobic.009G245400 // Sobic.007G121300 // Sobic.001G439700 // Sobic.005G209600 // Sobic.001G078300 // Sobic.008G175800 // Sobic.003G313000 // Sobic.001G383000 // Sobic.003G286700 // Sobic.006G165501 // Sobic.004G166400 // Sobic.010G142900 // Sobic.006G186700 // Sobic.001G090600 // Sobic.001G147200 // Sobic.002G225300 // Sobic.004G101400 // Sobic.003G298600 // Sobic.009G241900 // Sobic.001G034900 // Sobic.006G149600 // Sobic.001G417600 // Sobic.001G429200 // Sobic.001G101500 // Sobic.002G354600 // Sobic.003G194400 
GO:0043228	C	non-membrane-bounded organelle	19	982	538	15420	1	1	// Sobic.006G165501 // Sobic.001G544400 // Sobic.001G069800 // Sobic.010G142900 // Sobic.006G186700 // Sobic.009G245400 // Sobic.006G107600 // Sobic.009G241900 // Sobic.003G023400 // Sobic.001G034900 // Sobic.001G090600 // Sobic.001G417600 // Sobic.010G021300 // Sobic.001G439700 // Sobic.005G209600 // Sobic.007G209300 // Sobic.001G054800 // Sobic.001G383000 // Sobic.009G015700 
GO:0005623	C	cell	95	982	1999	15420	1	1	// Sobic.003G237201 // Sobic.003G393500 // Sobic.002G033900 // Sobic.001G054800 // Sobic.003G321200 // Sobic.010G275200 // Sobic.005G049000 // Sobic.002G242000 // Sobic.007G212400 // Sobic.006G107600 // Sobic.004G336500 // Sobic.004G338500 // Sobic.002G119500 // Sobic.004G164800 // Sobic.009G241900 // Sobic.002G329600 // Sobic.003G279500 // Sobic.001G078000 // Sobic.002G427800 // Sobic.002G315900 // Sobic.009G171000 // Sobic.006G151001 // Sobic.006G165501 // Sobic.010G142900 // Sobic.006G149600 // Sobic.003G305400 // Sobic.009G191700 // Sobic.010G044700 // Sobic.001G147200 // Sobic.002G394400 // Sobic.004G190900 // Sobic.001G069800 // Sobic.009G065000 // Sobic.007G209300 // Sobic.002G251600 // Sobic.003G023400 // Sobic.001G384100 // Sobic.007G121300 // Sobic.003G052500 // Sobic.005G209600 // Sobic.001G383000 // Sobic.003G336000 // Sobic.002G225300 // Sobic.009G172400 // Sobic.001G034900 // Sobic.001G429200 // Sobic.005G032800 // Sobic.004G101400 // Sobic.010G246600 // Sobic.007G207000 // Sobic.004G152000 // Sobic.002G034600 // Sobic.009G229700 // Sobic.001G125100 // Sobic.008G175800 // Sobic.004G037800 // Sobic.007G180300 // Sobic.002G349000 // Sobic.008G063500 // Sobic.002G379000 // Sobic.009G209200 // Sobic.009G028300 // Sobic.003G286700 // Sobic.006G186700 // Sobic.009G245400 // Sobic.005G079800 // Sobic.001G417600 // Sobic.002G373300 // Sobic.003G194400 // Sobic.002G414400 // Sobic.006G151100 // Sobic.009G208000 // Sobic.010G167900 // Sobic.003G295900 // Sobic.007G121400 // Sobic.010G021300 // Sobic.006G126900 // Sobic.004G247200 // Sobic.009G015700 // Sobic.003G148300 // Sobic.001G544400 // Sobic.004G256200 // Sobic.009G026500 // Sobic.004G293700 // Sobic.003G395400 // Sobic.001G078300 // Sobic.003G313000 // Sobic.004G166400 // Sobic.001G070500 // Sobic.001G090600 // Sobic.003G298600 // Sobic.009G057400 // Sobic.001G439700 // Sobic.001G101500 // Sobic.002G354600 
GO:0005622	C	intracellular	91	982	1895	15420	1	1	// Sobic.003G237201 // Sobic.003G393500 // Sobic.002G033900 // Sobic.001G054800 // Sobic.010G275200 // Sobic.005G049000 // Sobic.002G242000 // Sobic.007G212400 // Sobic.006G107600 // Sobic.004G336500 // Sobic.004G338500 // Sobic.002G119500 // Sobic.004G164800 // Sobic.009G241900 // Sobic.002G329600 // Sobic.003G279500 // Sobic.001G078000 // Sobic.002G427800 // Sobic.002G315900 // Sobic.009G171000 // Sobic.006G151001 // Sobic.006G165501 // Sobic.010G142900 // Sobic.006G149600 // Sobic.003G305400 // Sobic.009G191700 // Sobic.010G044700 // Sobic.001G147200 // Sobic.002G394400 // Sobic.004G190900 // Sobic.001G069800 // Sobic.009G065000 // Sobic.007G209300 // Sobic.003G023400 // Sobic.001G384100 // Sobic.007G121300 // Sobic.003G052500 // Sobic.005G209600 // Sobic.001G383000 // Sobic.003G336000 // Sobic.002G225300 // Sobic.009G172400 // Sobic.001G034900 // Sobic.001G429200 // Sobic.005G032800 // Sobic.004G101400 // Sobic.007G207000 // Sobic.004G152000 // Sobic.002G034600 // Sobic.009G229700 // Sobic.001G125100 // Sobic.008G175800 // Sobic.004G037800 // Sobic.007G180300 // Sobic.002G349000 // Sobic.002G373300 // Sobic.002G379000 // Sobic.009G209200 // Sobic.009G028300 // Sobic.003G286700 // Sobic.006G186700 // Sobic.009G245400 // Sobic.005G079800 // Sobic.001G417600 // Sobic.008G063500 // Sobic.003G194400 // Sobic.002G414400 // Sobic.006G151100 // Sobic.009G208000 // Sobic.010G167900 // Sobic.003G295900 // Sobic.007G121400 // Sobic.010G021300 // Sobic.006G126900 // Sobic.004G247200 // Sobic.009G015700 // Sobic.001G544400 // Sobic.004G256200 // Sobic.009G026500 // Sobic.004G293700 // Sobic.003G395400 // Sobic.001G078300 // Sobic.003G313000 // Sobic.004G166400 // Sobic.001G070500 // Sobic.001G090600 // Sobic.003G298600 // Sobic.009G057400 // Sobic.001G439700 // Sobic.001G101500 // Sobic.002G354600 
GO:0043227	C	membrane-bounded organelle	51	982	936	15420	0.88	1	// Sobic.002G379000 // Sobic.002G394400 // Sobic.003G237201 // Sobic.009G208000 // Sobic.009G028300 // Sobic.001G054800 // Sobic.010G167900 // Sobic.004G190900 // Sobic.005G032800 // Sobic.003G295900 // Sobic.009G065000 // Sobic.010G275200 // Sobic.005G049000 // Sobic.007G121400 // Sobic.007G209300 // Sobic.007G207000 // Sobic.004G152000 // Sobic.002G034600 // Sobic.004G336500 // Sobic.001G125100 // Sobic.010G021300 // Sobic.006G126900 // Sobic.004G338500 // Sobic.004G037800 // Sobic.004G247200 // Sobic.002G349000 // Sobic.009G026500 // Sobic.004G293700 // Sobic.005G079800 // Sobic.007G180300 // Sobic.004G164800 // Sobic.009G245400 // Sobic.007G121300 // Sobic.003G395400 // Sobic.001G078300 // Sobic.008G175800 // Sobic.003G313000 // Sobic.003G286700 // Sobic.006G165501 // Sobic.004G166400 // Sobic.006G186700 // Sobic.004G101400 // Sobic.001G147200 // Sobic.002G225300 // Sobic.003G298600 // Sobic.009G057400 // Sobic.006G149600 // Sobic.001G429200 // Sobic.001G101500 // Sobic.002G354600 // Sobic.003G194400 
GO:0043226	C	organelle	64	982	1423	15420	1	1	// Sobic.002G379000 // Sobic.002G394400 // Sobic.003G237201 // Sobic.009G208000 // Sobic.003G395400 // Sobic.001G054800 // Sobic.010G167900 // Sobic.004G190900 // Sobic.009G026500 // Sobic.003G295900 // Sobic.009G065000 // Sobic.010G275200 // Sobic.005G049000 // Sobic.007G209300 // Sobic.007G121400 // Sobic.007G207000 // Sobic.005G079800 // Sobic.004G152000 // Sobic.002G034600 // Sobic.005G032800 // Sobic.009G028300 // Sobic.006G107600 // Sobic.004G336500 // Sobic.001G125100 // Sobic.010G021300 // Sobic.003G023400 // Sobic.006G126900 // Sobic.004G338500 // Sobic.004G037800 // Sobic.004G247200 // Sobic.002G349000 // Sobic.009G015700 // Sobic.001G544400 // Sobic.001G069800 // Sobic.004G293700 // Sobic.009G057400 // Sobic.007G180300 // Sobic.004G164800 // Sobic.009G245400 // Sobic.007G121300 // Sobic.001G439700 // Sobic.005G209600 // Sobic.001G078300 // Sobic.008G175800 // Sobic.003G313000 // Sobic.001G383000 // Sobic.003G286700 // Sobic.006G165501 // Sobic.004G166400 // Sobic.010G142900 // Sobic.006G186700 // Sobic.001G090600 // Sobic.001G147200 // Sobic.002G225300 // Sobic.004G101400 // Sobic.003G298600 // Sobic.009G241900 // Sobic.001G034900 // Sobic.006G149600 // Sobic.001G417600 // Sobic.001G429200 // Sobic.001G101500 // Sobic.002G354600 // Sobic.003G194400 
GO:0005856	C	cytoskeleton	8	982	135	15420	0.63	1	// Sobic.001G069800 // Sobic.003G023400 // Sobic.001G034900 // Sobic.001G090600 // Sobic.001G417600 // Sobic.001G439700 // Sobic.005G209600 // Sobic.009G015700 
GO:0012505	C	endomembrane system	5	982	140	15420	0.94	1	// Sobic.004G247200 // Sobic.002G349000 // Sobic.001G078300 // Sobic.001G101500 // Sobic.006G126900 
